本数据供邢不行数字货币量化课程、策略分享会专用，由邢不行整理，微信：xbx6660		
candle_begin_time,open,high,low,close,volume,quote_volume,trade_num,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,Spread,symbol,avg_price_1m,avg_price_5m,fundingRate
2023-12-18 10:00:00,13.5,14.8136,13.5,13.9754,2892626.02,41029769.741901,164749,1402459.59,19908995.065135,-0.0002503773544412,ACE-USDT,13.8254446216832,14.113773002602406,
2023-12-18 11:00:00,13.9756,15.73,13.9705,15.5036,4272512.71,63869285.419333,213266,2225144.81,33264581.288416,-0.0019698471759086,ACE-USDT,14.033389315593878,14.155404454188446,
2023-12-18 12:00:00,15.5038,16.356,15.2697,15.911,5980163.49,95065093.06185,322006,2961874.06,47114793.912391,-0.0014183863031581,ACE-USDT,15.448024693617366,15.567673256178225,-0.00025197
2023-12-18 13:00:00,15.9039,15.9289,14.0694,14.4215,6663058.18,99000829.207509,340622,3160197.56,46977743.292006,0.0017574082049429,ACE-USDT,15.847578306097576,15.800992669772665,
2023-12-18 14:00:00,14.4215,14.6041,13.8,14.4543,4332035.16,61567807.364157,221040,2160952.98,30736435.527129,0.0009209888511876,ACE-USDT,14.498758866616008,14.325881895294753,
2023-12-18 15:00:00,14.4543,14.9932,14.0898,14.3486,3855593.19,56234213.235064,208056,1889454.16,27579607.517992,0.0020951769027697,ACE-USDT,14.542724066772266,14.664644370140516,
2023-12-18 16:00:00,14.3486,14.7,14.118,14.3508,2347244.27,33816383.278687,133185,1158680.83,16699765.314425,0.0021718332087963,ACE-USDT,14.38076187652907,14.448688064821177,-0.00072532
2023-12-18 17:00:00,14.3509,14.5854,14.1546,14.3683,1651757.24,23667193.016289,100579,806333.14,11556492.429334,0.0023229856993371,ACE-USDT,14.298538767502368,14.314834596387836,
2023-12-18 18:00:00,14.3714,14.4216,12.2477,12.5495,6405349.59,83801822.11048,318301,3052864.12,39882568.05881,0.0030612571136261,ACE-USDT,14.385579642299469,14.064039947232937,
2023-12-18 19:00:00,12.5424,13.48,12.45,12.7794,3192376.48,41442643.551929,167743,1631136.1,21179350.763186,0.0037702059474999,ACE-USDT,12.541038578907113,12.66647156799166,
2023-12-18 20:00:00,12.7788,13.955,12.7516,13.7955,2650323.12,35352568.589301,144570,1392817.81,18576653.545038,0.0027839967435234,ACE-USDT,12.813749203133993,12.940551598259674,-0.00097145
2023-12-18 21:00:00,13.7955,13.8528,12.859,13.0,2065193.05,27386859.41498,129026,961960.73,12757618.460255,0.001849568434032,ACE-USDT,13.78073406993244,13.605825032453074,
2023-12-18 22:00:00,13.0078,13.6698,12.9939,13.3599,1308194.81,17495612.854188,77530,684963.13,9160882.236282,0.0017620947182148,ACE-USDT,13.041248095702237,13.056271056592747,
2023-12-18 23:00:00,13.36,14.6265,13.0816,13.9023,2873698.36,40507078.558613,178686,1501284.1,21153010.198366,0.0018953588930528,ACE-USDT,13.46644467561124,13.406964735362902,
2023-12-19 00:00:00,13.907,14.6134,13.7041,14.5083,1726301.58,24438050.205211,115322,902378.85,12786145.535434,0.0016085605799103,ACE-USDT,13.915429897612368,13.832652161951202,0.00046384
2023-12-19 01:00:00,14.5147,15.1312,13.8475,14.1337,2618964.57,38005035.567115,146052,1282153.83,18630518.742713,0.0019068817875067,ACE-USDT,14.494115305761614,14.527558330463226,
2023-12-19 02:00:00,14.1337,14.65,13.9,14.4912,1531670.51,21778107.487234,97845,785977.01,11184171.448857,0.0011745035995081,ACE-USDT,14.121726876280343,14.024413677358416,
2023-12-19 03:00:00,14.4941,14.6995,14.1391,14.4139,1339995.39,19360513.00727,92776,637054.0,9207645.1614,0.0027130623517381,ACE-USDT,14.424660150023918,14.43661903207973,
2023-12-19 04:00:00,14.4139,14.87,14.2,14.3097,1536703.76,22290083.974643,106313,750013.12,10883344.887747,0.0024167787491593,ACE-USDT,14.314471982511307,14.292686935915004,-0.00111692
2023-12-19 05:00:00,14.3098,14.431,13.5566,13.9333,1634551.22,22995022.195294,101100,730138.71,10280356.346384,0.0019271563657281,ACE-USDT,14.25543835247238,14.206412389910811,
2023-12-19 06:00:00,13.9384,14.0694,13.5155,13.7601,1602432.71,22127398.530695,98399,797366.98,11019816.363131,0.0028057952425373,ACE-USDT,13.890622758084126,13.8710090976629,
2023-12-19 07:00:00,13.7601,13.8067,13.1333,13.52,2229430.86,30018243.992777,133427,1093122.01,14722602.294438,0.000614282436703,ACE-USDT,13.744866571477722,13.644318381045093,
2023-12-19 08:00:00,13.52,13.9,13.3,13.8152,1318381.89,18032792.206227,83489,660094.61,9034309.632382,0.0011377223812456,ACE-USDT,13.410731085193802,13.403218863673036,0.00055529
