本数据供邢不行数字货币量化课程、策略分享会专用，由邢不行整理，微信：xbx6660		
candle_begin_time,open,high,low,close,volume,quote_volume,trade_num,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,Spread,symbol,avg_price_1m,avg_price_5m,fundingRate
2024-03-01 12:00:00,2.995,2.995,2.688,2.7356,982392.0,2706713.13461,9252,457810.8,1262716.43979,,TON-USDT,2.7930526569973653,2.7930526569973653,
2024-03-01 13:00:00,2.7325,2.8442,2.701,2.7807,1998701.7,5495967.75432,18568,1013105.1,2787531.614,,TON-USDT,2.7239616532726454,2.718934104919801,
2024-03-01 14:00:00,2.7816,2.7976,2.6974,2.7244,1148743.4,3145469.98367,11635,490836.5,1344145.15917,,TON-USDT,2.7821591195812645,2.785621098228324,
2024-03-01 15:00:00,2.7259,2.7638,2.6687,2.6765,900507.8,2452524.66918,11331,404728.1,1103585.10217,,TON-USDT,2.7287825510167525,2.7390271602385914,
2024-03-01 16:00:00,2.6765,2.7279,2.665,2.7072,735525.1,1985938.35836,8578,369089.8,997194.33187,,TON-USDT,2.676326837406458,2.692018539314674,0.00078185
2024-03-01 17:00:00,2.709,2.7497,2.687,2.721,958363.9,2604983.71226,13745,452767.7,1231369.13672,,TON-USDT,2.708523159531921,2.711838652788729,
2024-03-01 18:00:00,2.721,2.7846,2.7137,2.7673,513782.6,1411162.99051,7716,241846.0,664902.81541,,TON-USDT,2.722551233396585,2.7178544095701094,
2024-03-01 19:00:00,2.7671,2.7756,2.7381,2.7468,291872.9,804723.34031,4697,122245.3,337298.11576,,TON-USDT,2.769830367811457,2.765084356993323,
2024-03-01 20:00:00,2.747,2.7613,2.7278,2.7559,302461.2,829768.26798,5237,127679.7,350397.71299,,TON-USDT,2.750444819027155,2.7541824958306598,0.00066654
2024-03-01 21:00:00,2.7559,2.7788,2.7334,2.7732,233802.7,644049.57117,5850,114642.3,315994.276,,TON-USDT,2.748382633544159,2.744389384716758,
2024-03-01 22:00:00,2.7716,2.7716,2.7041,2.722,552623.6,1506561.53774,6891,250566.2,683282.53116,,TON-USDT,2.7679854131002792,2.7621920454765503,
2024-03-01 23:00:00,2.7218,2.7365,2.7009,2.712,280366.3,762365.82599,5282,126270.2,343329.32898,,TON-USDT,2.722603768565728,2.7296041518671013,
2024-03-02 00:00:00,2.7134,2.7395,2.7,2.7098,422631.3,1150054.23428,5239,198450.2,540439.38824,,TON-USDT,2.7097196569799045,2.707703309924972,0.00152452
2024-03-02 01:00:00,2.7082,2.7349,2.6267,2.7149,1065525.8,2859997.30605,11295,453838.8,1220134.9236,,TON-USDT,2.7064266994023263,2.703748120482468,
2024-03-02 02:00:00,2.7136,2.755,2.7003,2.743,303597.8,828673.7794,4992,146580.3,400366.15552,,TON-USDT,2.713734299148891,2.7145710335236783,
2024-03-02 03:00:00,2.7428,2.761,2.7164,2.7525,231620.4,635159.2347,4497,114792.4,315022.74947,,TON-USDT,2.742012946020128,2.7410452894873902,
2024-03-02 04:00:00,2.7512,2.761,2.7351,2.7363,172295.3,473354.42972,3396,59264.4,162979.29863,,TON-USDT,2.753596139408341,2.754733528377027,0.00072336
2024-03-02 05:00:00,2.7356,2.7383,2.6889,2.7217,400739.2,1086855.12105,6682,158818.4,430888.91675,,TON-USDT,2.73015982208345,2.7298429201935184,
2024-03-02 06:00:00,2.7217,2.7585,2.717,2.73,269775.7,737702.25683,5372,158934.4,434584.29454,,TON-USDT,2.722403155737705,2.720794658772415,
2024-03-02 07:00:00,2.73,2.7479,2.7153,2.7295,281329.7,768649.05501,4748,141661.4,387214.82799,,TON-USDT,2.734051252074764,2.734419483923851,
2024-03-02 08:00:00,2.7254,2.7395,2.6989,2.7146,282600.6,767660.75629,4683,126761.0,344481.55609,,TON-USDT,2.724820612277325,2.7230405192299334,0.00057379
2024-03-02 09:00:00,2.7142,2.7209,2.6705,2.6905,402783.0,1085145.45533,6088,195523.6,526865.79809,,TON-USDT,2.714351740887686,2.7161148874682275,
2024-03-02 10:00:00,2.69,2.7073,2.672,2.685,228423.1,614699.5258,3626,120094.2,323364.95941,,TON-USDT,2.6917786780735944,2.6970124784190297,
2024-03-02 11:00:00,2.6837,2.6988,2.671,2.673,264829.1,710897.52421,4950,97523.7,261879.52188,,TON-USDT,2.6826638527824525,2.688505174097468,
2024-03-02 12:00:00,2.6735,2.735,2.673,2.7233,310914.9,840017.96576,6495,168268.2,454773.50018,,TON-USDT,2.6748937054278143,2.678683814029129,0.00125491
2024-03-02 13:00:00,2.7248,2.7451,2.7,2.7089,326941.8,889611.80783,6451,141881.8,386226.63318,,TON-USDT,2.7220915291233103,2.714536733047816,
2024-03-02 14:00:00,2.711,2.7187,2.6821,2.7045,297782.2,803555.14343,6931,150540.7,406311.62559,,TON-USDT,2.7049607817103025,2.697889609840144,
2024-03-02 15:00:00,2.7039,2.7479,2.6728,2.7098,391315.1,1059673.87543,8411,186811.7,505868.60943,,TON-USDT,2.703574811130402,2.705471506962737,
2024-03-02 16:00:00,2.7092,2.7399,2.7076,2.7399,163587.3,445492.50896,4325,72300.4,197022.14152,,TON-USDT,2.713315146247902,2.7186554519742843,0.00059838
2024-03-02 17:00:00,2.7386,2.7417,2.7186,2.7208,134708.2,367957.87191,3338,62947.4,172017.07478,,TON-USDT,2.7384323518909754,2.736775703744076,
2024-03-02 18:00:00,2.7193,2.7352,2.7139,2.7273,109605.3,298681.47233,2976,56838.6,154902.05531999998,,TON-USDT,2.7185704656049543,2.7178291260788603,
2024-03-02 19:00:00,2.7271,2.7313,2.6868,2.6991,334250.7,902367.88934,6867,163326.7,440889.64334,,TON-USDT,2.72914271960264,2.718430386890408,
2024-03-02 20:00:00,2.6997,2.7125,2.6804,2.7036,241366.5,650840.46539,4805,136585.3,368423.10237,,TON-USDT,2.700966243396993,2.7025063719507223,0.00150693
2024-03-02 21:00:00,2.7036,2.7138,2.692,2.6969,107227.6,289559.5871,2228,56022.4,151240.97923,,TON-USDT,2.705310064307552,2.7042400310625583,
2024-03-02 22:00:00,2.6967,2.7301,2.69,2.7234,188612.8,511613.75108,3229,109451.8,296977.50733,,TON-USDT,2.6989836667168,2.6947016133439305,
2024-03-02 23:00:00,2.7227,2.7295,2.7129,2.7198,141167.6,384109.20078,2624,67586.9,183936.33062,,TON-USDT,2.720272966231773,2.7217374970512997,
2024-03-03 00:00:00,2.7188,2.7275,2.6865,2.6945,272206.9,737610.24011,4987,110948.8,300935.00056,,TON-USDT,2.7226122629608125,2.7185904224440494,0.0010884
2024-03-03 01:00:00,2.6946,2.7069,2.6824,2.7033,168956.6,455235.09134,3053,85470.2,230367.04106,,TON-USDT,2.6887711101382656,2.6879644392956856,
2024-03-03 02:00:00,2.7042,2.7101,2.6838,2.7001,133618.4,360291.16728,2350,68968.4,186026.35709,,TON-USDT,2.704860046144028,2.703284176437124,
2024-03-03 03:00:00,2.6998,2.7155,2.6891,2.696,132013.5,356594.14113,2720,61408.7,165958.51183,,TON-USDT,2.6991941211401422,2.697250468755032,
2024-03-03 04:00:00,2.6941,2.723,2.6918,2.7192,127537.3,345562.07549,2796,70160.7,190137.04815,,TON-USDT,2.6981867558567503,2.6972595089200677,0.00078641
2024-03-03 05:00:00,2.7181,2.7454,2.7122,2.7191,257492.1,702397.91183,5985,134286.1,366437.89541,,TON-USDT,2.715261288589001,2.719314785684808,
2024-03-03 06:00:00,2.7192,2.7276,2.6728,2.6837,465683.5,1253083.19112,7920,170904.0,460002.60265,,TON-USDT,2.722899739920055,2.7176159077082884,
2024-03-03 07:00:00,2.6838,2.694,2.5,2.6046,1572910.0,4086656.07172,21307,614256.4,1597050.0789,,TON-USDT,2.6811803596022257,2.686157680876144,
2024-03-03 08:00:00,2.604,2.6629,2.5863,2.6485,421892.2,1107318.84207,9122,230235.9,604599.21002,,TON-USDT,2.622434633625593,2.618243046477504,0.00029421
2024-03-03 09:00:00,2.6485,2.6754,2.6203,2.6467,320274.7,848503.92091,6889,145350.9,385621.69978,,TON-USDT,2.647324132943755,2.6405913687362195,
2024-03-03 10:00:00,2.6468,2.664,2.6197,2.6628,161536.7,426594.56477,4667,87632.7,231646.92046,,TON-USDT,2.6459376385336744,2.640744811091578,
2024-03-03 11:00:00,2.6617,2.6665,2.6332,2.6499,197501.5,523376.27041,5445,97768.0,259202.14583,,TON-USDT,2.661612573570832,2.6579216972587343,
2024-03-03 12:00:00,2.6497,2.6619,2.646,2.6498,207586.7,551183.85437,5858,119235.2,316676.76623,,TON-USDT,2.649349814478268,2.648930862686673,0.00050144
2024-03-03 13:00:00,2.6497,2.6728,2.6314,2.64,219206.0,580481.60725,6405,117780.7,311896.38668,,TON-USDT,2.654180895207734,2.655890262944631,
2024-03-03 14:00:00,2.6403,2.6618,2.6122,2.6474,322563.7,851740.04655,6901,188710.8,498546.46872,,TON-USDT,2.6384759459138896,2.639024773180492,
2024-03-03 15:00:00,2.6487,2.6742,2.6389,2.6496,298626.6,792636.8738,7120,165706.3,440356.83134,,TON-USDT,2.6490423731361643,2.649697015310972,
2024-03-03 16:00:00,2.6505,2.6763,2.6378,2.6588,267171.6,710095.4396,6590,109984.9,292393.50392,,TON-USDT,2.653251277256593,2.647671171647984,0.00104501
2024-03-03 17:00:00,2.6596,2.6651,2.6462,2.6546,153777.4,408136.61196,5357,82482.9,219008.3517,,TON-USDT,2.6602544308348715,2.65419546500587,
2024-03-03 18:00:00,2.6562,2.6789,2.6452,2.671,195715.6,521410.21488,5117,114895.3,306295.53959,,TON-USDT,2.6572634013860275,2.654459493067723,
2024-03-03 19:00:00,2.671,2.6842,2.651,2.6628,177446.19999999998,472685.14798,4311,68140.7,181712.14071,,TON-USDT,2.6705044106254845,2.670847980468765,
2024-03-03 20:00:00,2.665,2.6841,2.6637,2.6686,141092.0,377229.24994,3846,66110.0,176795.84358000002,,TON-USDT,2.6704651125625345,2.670575085321547,0.00083521
2024-03-03 21:00:00,2.6681,2.6835,2.6679,2.6786,90800.4,243064.75721,3375,45064.3,120609.76784,,TON-USDT,2.669180955360868,2.673221625455858,
2024-03-03 22:00:00,2.6772,2.6918,2.6752,2.6873,130687.8,350636.22606,4049,67904.0,182234.99172,,TON-USDT,2.6792498733930654,2.6796616356612186,
2024-03-03 23:00:00,2.6868,2.6932,2.673,2.6767,107742.1,289162.21603,3199,48882.6,131164.32405,,TON-USDT,2.685481589323628,2.686019970544764,
2024-03-04 00:00:00,2.6767,2.7125,2.6443,2.6809,456852.9,1223642.79752,11202,194689.0,521794.2493,,TON-USDT,2.682467158347172,2.6828253587520683,0.00045286
2024-03-04 01:00:00,2.6811,2.6868,2.652,2.664,128409.2,342907.64168,3954,52345.4,139842.4221,,TON-USDT,2.6763683293075684,2.680895900552112,
2024-03-04 02:00:00,2.6642,2.6708,2.6479,2.6708,125081.6,332751.58901,3223,60141.6,160120.58526,,TON-USDT,2.6641212603540683,2.663302794580793,
2024-03-04 03:00:00,2.67,2.6794,2.6603,2.6732,73666.9,196664.73364,3591,39969.2,106718.25255,,TON-USDT,2.671178870927002,2.6671657255622074,
